station_name,station_id,station_lat,station_lng
"12th & Varnum St NE","31542",38.943596,-76.990157
"24th St & Rhode Island Ave NE","31543",38.93077415308313,-76.97285145521163
"5th & K St NW","31600",38.90304,-77.019027
"19th & East Capitol St SE","31601",38.8896,-76.9769
"Park Rd & Holmead Pl NW","31602",38.9308,-77.0315
"1st & M St NE","31603",38.905697,-77.005483
"3rd & H St NW","31604",38.89961,-77.01507316666667
"3rd & D St SE","31605",38.8851,-77.0023
"Potomac & Pennsylvania Ave SE","31606",38.8803,-76.9862
"13th & E St SE","31607",38.88291548476762,-76.98790669441223
"8th & Eye St SE / Barracks Row","31608",38.8792,-76.9953
"Maine Ave & 7th St SW","31609",38.878693599396954,-77.02305436134338
"Eastern Market / 7th & North Carolina Ave SE","31610",38.886952,-76.996806
"13th & H St NE","31611",38.90042673988099,-76.98825001716614
"D St & Maryland Ave NE","31612",38.89484064247075,-76.99591577053069
"Eastern Market Metro / Pennsylvania Ave & 8th St SE","31613",38.88409514578027,-76.99523448944092
"6th & H St NE","31615",38.899972,-76.998347
"3rd & H St NE","31616",38.900412,-77.001949
"Bladensburg Rd & Benning Rd NE","31617",38.900413,-76.982872
"4th & East Capitol St NE","31618",38.88990783333333,-77.00039283333334
"Lincoln Park / 13th & East Capitol St NE ","31619",38.890461,-76.988355
"5th & F St NW","31620",38.897222,-77.019347
"4th & D St NW / Judiciary Square","31621",38.895344,-77.016106
"13th & D St NE","31622",38.894832,-76.987633
"Columbus Circle / Union Station","31623",38.89696,-77.00493
"North Capitol St & F St NW","31624",38.897446,-77.009888
"3rd & G St SE","31625",38.881185,-77.001828
"15th St & Massachusetts Ave SE","31626",38.88732,-76.983569
"3rd & M St NE","31627",38.90540983333333,-77.00207516666667
"1st & I St SE","31628",38.878854378063295,-77.00572729110718
"8th & East Capitol St NE","31629",38.889988,-76.995193
"15th & East Capitol St NE","31630",38.889908,-76.983326
"8th & F St NE","31631",38.897274,-76.994749
"15th & F St NE","31632",38.897195,-76.983575
"Independence Ave & L'Enfant Plaza SW/DOE","31633",38.887312,-77.025762
"3rd & Tingey St SE","31634",38.87501,-77.0024
"Potomac Ave & 8th St SE","31635",38.876737,-76.994468
"New Jersey Ave & N St NW/Dunbar HS","31636",38.90733256111448,-77.01536044478416
"North Capitol St & G Pl NE","31637",38.899703,-77.008911
"1st & H St NW","31638",38.900358,-77.012108
"2nd & G St NE","31639",38.89967,-77.003666
"Maryland Ave & E St NE","31640",38.8962260397813,-76.99278563261032
"2nd St & Massachusetts Ave NE","31641",38.894972,-77.003135
"New Jersey Ave & K St NW","31642",38.90257109172293,-77.01366662979126
"1st & D St SE","31643",38.884916,-77.005965
"12th St & Pennsylvania Ave SE","31644",38.882489,-76.990121
"6th & K St NE","31645",38.90307716666667,-76.9984085
"Maine Ave & 9th St SW","31646",38.88044,-77.025236
"7th St & Massachusetts Ave NE","31647",38.89222,-76.99602
"Potomac Ave & Half St SW","31648",38.86968314861632,-77.01081544160843
"14th & Newton St NW","31649",38.931991,-77.032956
"1st & M St SE","31650",38.876893,-77.006072
"11th & Park Rd NW","31651",38.931322,-77.028247
"4th & M St SE","31652",38.876751,-77.000736
"7th & K St NW","31653",38.902674,-77.021392
"King Greenleaf Rec Center","31654",38.876211,-77.012443
"New Jersey Ave & F St NW","31655",38.897108,-77.011616
"Maryland Ave & 17th St NE","31656",38.901935,-76.978627
"Massachusetts Ave & 6th St NE","31657",38.892934,-76.998273
"Rosedale Rec Center","31658",38.897808,-76.979634
"11th & C St SE","31659",38.885908,-76.991476
"8th & K St NE","31660",38.90273216425078,-76.99514991079923
"8th & H St NE","31661",38.899941626884754,-76.99489653110504
"1st & K St NE","31662",38.902386,-77.005649
"14th & D St SE","31663",38.8840581,-76.9863852
"Half & Water St SW","31664",38.866277,-77.010551
"Stadium Armory Metro","31665",38.88548252734069,-76.97718724608421
"4th & G St SW","31666",38.881116725009335,-77.01769933104515
"2nd & V St SW / James Creek Marina","31667",38.863743,-77.013814
"1st St & Potomac Ave SE","31668",38.871841,-77.00591
"3rd & M St SE","31669",38.876823,-77.002161
"12th St & New York Ave NW","31670",38.901104,-77.028061
"53rd & D St SE/C.W. Harris Elementary","31671",38.883318,-76.925315
"10th & H St NE","31672",38.899984,-76.992725
"Waterfront Park","31673",38.874820772513424,-77.0207878947258
"Maine Ave & Water St SW","31674",38.87671783333333,-77.02097133333334
"North Capitol & K St NE","31675",38.90244372501735,-77.00824588537216
"1st & Q St SW","31676",38.870823939537914,-77.01191514730453
"1st & L St NW","31677",38.903819,-77.011987
"4th & O St SW","31678",38.872964,-77.017585
"Good Hope & Naylor Rd SE","31700",38.861663,-76.969184
"Branch & Pennsylvania Ave SE","31701",38.8692,-76.9599
"Randle Circle & Minnesota Ave SE","31702",38.878,-76.9607
"Minnesota Ave Metro/DOES","31703",38.897063,-76.947446
"Nannie Helen Burroughs & Minnesota Ave NE","31704",38.901385,-76.941877
"Benning Branch Library","31705",38.894,-76.947974
"Fairfax Village","31706",38.86559,-76.952103
"Benning Rd & East Capitol St NE / Benning Rd Metro","31707",38.889935,-76.93723
"Anacostia Ave & Benning Rd NE / River Terrace ","31708",38.896544,-76.96012
"Nannie Helen Burroughs Ave & 49th St NE","31710",38.898536,-76.931862
"Deanwood Rec Center","31711",38.908473,-76.933099
"Oklahoma Ave & D St NE","31712",38.894474,-76.974828
"Division Ave & Foote St NE","31713",38.897407,-76.925907
"61st St & Banks Pl NE","31714",38.891805,-76.913563
"37th & Ely Pl SE","31715",38.883011,-76.949709
"Kingman Island/The Fields at RFK","31716",38.89595455700754,-76.9678448436025
"Kenilworth Terr & Hayes St. NE","31717",38.90038166666667,-76.94728516666666
"Ridge Rd Community Center","31718",38.876227445751475,-76.94098126958124
"Oklahoma Ave & Benning Rd NE","31719",38.8974996,-76.9695094
"Anacostia Roller Skating Pavilion","31720",38.878771,-76.97093
